"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Say Anything","Jacqueline","F","67","Lynch","180.03546","paid","Atlanta-Sandy Springs-Roswell, GA","589","Wow_ I Can Get Sexual Too","29"
"Nine Inch Nails","Jacqueline","F","68","Lynch","179.06893","paid","Atlanta-Sandy Springs-Roswell, GA","589","A Warm Place","29"
"Bebe","Jacqueline","F","69","Lynch","234.762","paid","Atlanta-Sandy Springs-Roswell, GA","589","El Golpe","29"
"Pennywise","Jacqueline","F","70","Lynch","138.05669","paid","Atlanta-Sandy Springs-Roswell, GA","589","Waste of Time","29"
"Justice","Jacqueline","F","71","Lynch","265.16853","paid","Atlanta-Sandy Springs-Roswell, GA","589","Waters Of Nazareth (album version)","29"
"Panic At The Disco","Jacqueline","F","72","Lynch","259.29098","paid","Atlanta-Sandy Springs-Roswell, GA","589","Behind The Sea [Live In Chicago]","29"
"Los LÃÂ¡tigos","Jacqueline","F","73","Lynch","122.17424","paid","Atlanta-Sandy Springs-Roswell, GA","589","Besos Y Caricias","29"
"Sick Puppies","Jacqueline","F","74","Lynch","209.44934","paid","Atlanta-Sandy Springs-Roswell, GA","589","Maybe","29"
"David Crowder*Band","Jacqueline","F","75","Lynch","165.14567","paid","Atlanta-Sandy Springs-Roswell, GA","589","I Saw The Light","29"
"Supersister","Jacqueline","F","76","Lynch","606.06649","paid","Atlanta-Sandy Springs-Roswell, GA","589","A Girl Named You","29"
"Faith No More","Jacqueline","F","77","Lynch","249.86077","paid","Atlanta-Sandy Springs-Roswell, GA","589","Last Cup Of Sorrow","29"
"Jet Black Stare","Jacqueline","F","78","Lynch","211.30404","paid","Atlanta-Sandy Springs-Roswell, GA","589","Rearview Mirror","29"
"Muse","Jacqueline","F","80","Lynch","209.50159","paid","Atlanta-Sandy Springs-Roswell, GA","589","Supermassive Black Hole (Twilight Soundtrack Version)","29"
"Nikka Costa","Jacqueline","F","81","Lynch","228.46649","paid","Atlanta-Sandy Springs-Roswell, GA","589","Just Because","29"
"The Black Keys","Jacqueline","F","82","Lynch","139.51955","paid","Atlanta-Sandy Springs-Roswell, GA","589","I'll Be Your Man","29"
"ExposÃÂ©","Jacqueline","F","83","Lynch","249.41669","paid","Atlanta-Sandy Springs-Roswell, GA","589","Let Me Be The One","29"
"Otis Rush","Jacqueline","F","84","Lynch","142.62812","paid","Atlanta-Sandy Springs-Roswell, GA","589","Sit Down Baby","29"
"Wavves","Jacqueline","F","85","Lynch","193.59302","paid","Atlanta-Sandy Springs-Roswell, GA","589","So Bored","29"
"Taking Back Sunday","Jacqueline","F","86","Lynch","234.08281","paid","Atlanta-Sandy Springs-Roswell, GA","589","The Ballad Of Sal Villanueva (Album Version)","29"
"Apocalyptica","Jacqueline","F","87","Lynch","206.15791","paid","Atlanta-Sandy Springs-Roswell, GA","589","Quutamo","29"
"Reel Big Fish","Jacqueline","F","88","Lynch","158.51057","paid","Atlanta-Sandy Springs-Roswell, GA","589","Turn The Radio Off","29"
"Love Shop","Jacqueline","F","89","Lynch","308.1922","paid","Atlanta-Sandy Springs-Roswell, GA","589","En Nat Bliver Det Sommer","29"
"Erin McKeown","Jacqueline","F","90","Lynch","338.46812","paid","Atlanta-Sandy Springs-Roswell, GA","589","Fast As I Can","29"
"Deadmau5","Jacqueline","F","91","Lynch","463.04608","paid","Atlanta-Sandy Springs-Roswell, GA","589","Slip","29"
"Guns N' Roses","Jacqueline","F","92","Lynch","322.2722","paid","Atlanta-Sandy Springs-Roswell, GA","589","The Garden","29"
"Dntel","Jacqueline","F","93","Lynch","226.82077","paid","Atlanta-Sandy Springs-Roswell, GA","589","I'd Like To Know","29"
"Faron Young","Jacqueline","F","94","Lynch","135.31383","paid","Atlanta-Sandy Springs-Roswell, GA","589","Hello Walls","29"
"Fonseca","Jacqueline","F","95","Lynch","276.03546","paid","Atlanta-Sandy Springs-Roswell, GA","589","Como Me Mira","29"
"Platero Y Tu","Magdalene","F","0","Herman","133.61587","free","Dallas-Fort Worth-Arlington, TX","656","Imanol","77"
"Goldfrapp","Jacqueline","F","96","Lynch","285.36118","paid","Atlanta-Sandy Springs-Roswell, GA","589","Beautiful","29"
"Simon Harris","Magdalene","F","1","Herman","195.83955","free","Dallas-Fort Worth-Arlington, TX","656","Sample Track 2","77"
"Hoobastank","Jacqueline","F","97","Lynch","202.57914","paid","Atlanta-Sandy Springs-Roswell, GA","589","Up And Gone","29"
"Various Artists - Delicious Vinyl","Jacqueline","F","98","Lynch","264.25424","paid","Atlanta-Sandy Springs-Roswell, GA","589","Bust A Move","29"
"Buena Vista Social Club","Jacqueline","F","99","Lynch","174.28853","paid","Atlanta-Sandy Springs-Roswell, GA","589","La Bayamesa","29"
"Train","Jacqueline","F","100","Lynch","205.45261","paid","Atlanta-Sandy Springs-Roswell, GA","589","Marry Me","29"
"Diam's","Jacqueline","F","102","Lynch","250.72281","paid","Atlanta-Sandy Springs-Roswell, GA","589","Dans Ma Bulle (Edit Radio - Live 2006)","29"
"Seal","Jacqueline","F","103","Lynch","288.9922","paid","Atlanta-Sandy Springs-Roswell, GA","589","The Beginning (Single Remix)","29"
"Flying Lotus","Jacqueline","F","104","Lynch","191.16363","paid","Atlanta-Sandy Springs-Roswell, GA","589","Hello","29"
"Belouis Some","Jacqueline","F","105","Lynch","331.15383","paid","Atlanta-Sandy Springs-Roswell, GA","589","Imagination (12'' Version)","29"
"Estuera","Chloe","F","1","Cuevas","505.44281","paid","San Francisco-Oakland-Hayward, CA","695","Palma Solane","49"
"The Fray","Jacqueline","F","106","Lynch","256.60036","paid","Atlanta-Sandy Springs-Roswell, GA","589","Never Say Never","29"
"Muse","Jacqueline","F","107","Lynch","223.63383","paid","Atlanta-Sandy Springs-Roswell, GA","589","Sunburn [Live]","29"
"The Libertines","Chloe","F","2","Cuevas","160.39138","paid","San Francisco-Oakland-Hayward, CA","695","Up The Bracket","49"
"Taylor Swift","Jacqueline","F","108","Lynch","233.89995","paid","Atlanta-Sandy Springs-Roswell, GA","589","Love Story","29"
"Bobby Lee","Jacqueline","F","109","Lynch","247.43138","paid","Atlanta-Sandy Springs-Roswell, GA","589","Be Aware","29"
"Great White","Jacqueline","F","110","Lynch","357.14567","paid","Atlanta-Sandy Springs-Roswell, GA","589","House Of Broken Love","29"
"Boys Noize","Jacqueline","F","112","Lynch","330.762","paid","Atlanta-Sandy Springs-Roswell, GA","589","DonÃÂ´t Believe The Hype","29"
"Katy Perry","Jacqueline","F","113","Lynch","179.40853","paid","Atlanta-Sandy Springs-Roswell, GA","589","I Kissed A Girl","29"
"Platero Y Tu","Jacqueline","F","114","Lynch","133.61587","paid","Atlanta-Sandy Springs-Roswell, GA","589","Imanol","29"
"Kim Carnes","Jacqueline","F","115","Lynch","217.28608","paid","Atlanta-Sandy Springs-Roswell, GA","589","Crazy In The Night (Barking At Airplanes)","29"
"Apollo 100","Jacqueline","F","116","Lynch","163.42159","paid","Atlanta-Sandy Springs-Roswell, GA","589","Joy","29"
"The Black Keys","Jacqueline","F","117","Lynch","191.76444","paid","Atlanta-Sandy Springs-Roswell, GA","589","Howlin For You","29"
"Gorod","Jacqueline","F","118","Lynch","291.02975","paid","Atlanta-Sandy Springs-Roswell, GA","589","Disavow your God (Album Version)","29"
"Jack Johnson","Jacqueline","F","123","Lynch","264.82893","paid","Atlanta-Sandy Springs-Roswell, GA","589","Monsoon","29"
"M.I.A.","Chloe","F","5","Cuevas","206.13179","paid","San Francisco-Oakland-Hayward, CA","695","Paper Planes","49"
"Caribou","Jacqueline","F","124","Lynch","315.48036","paid","Atlanta-Sandy Springs-Roswell, GA","589","Odessa","29"
"Missy Elliott","Chloe","F","6","Cuevas","256.54812","paid","San Francisco-Oakland-Hayward, CA","695","Meltdown (Amended Album Version)","49"
"Los Originales De San Juan","Jacqueline","F","125","Lynch","156.73424","paid","Atlanta-Sandy Springs-Roswell, GA","589","El Infeliz","29"
"Michael BublÃÂ©","Chloe","F","7","Cuevas","152.08444","paid","San Francisco-Oakland-Hayward, CA","695","All I Do Is Dream Of You (Album Version)","49"
"Weezer","Jacqueline","F","126","Lynch","139.65016","paid","Atlanta-Sandy Springs-Roswell, GA","589","Photograph","29"
"Gary Stewart","Chloe","F","8","Cuevas","182.67383","paid","San Francisco-Oakland-Hayward, CA","695","Back Sliders Wine","49"
"Travie McCoy","Aiden","M","1","Hess","211.12118","free","La Crosse-Onalaska, WI-MN","687","Billionaire [feat. Bruno Mars]  (Explicit Album Version)","86"
